ticker,theme,sector,pe_ratio,revenue_growth,profit_margin,debt_to_equity,revenue,eps,free_cash_flow,fcf,fcf_margin,operating_margin,gross_margin,ebitda,cash,debt,net_debt,shares_outstanding,trailing_pe,forward_pe,price_to_book,market_cap,enterprise_value,source,as_of_date,sec_cik,sec_form,sec_filed_date,sec_accession,sec_fact_warnings,sec_entity_name,period,net_income,updated_at
ABT,,,,3.010836139991214,0.2381891201168309,,27390000000.0,3.72,7395000000.0,,0.2699890470974808,0.2940124132895217,,,6803000000.0,34047000000.0,,1741812429.0,,,,,,sec_companyfacts,2017-12-31,1800,10-K,2018-02-16,0001047469-18-000856,EBITDA was not staged because no direct SEC EBITDA fact was available.,ABBOTT LABORATORIES,,,
ACN,,,,2.93013786032175,0.1102067592145517,,69672977000.0,12.15,10874360000.0,,0.1560771545616602,0.1467665720671014,,,9399183000.0,5030322000.0,,637016143.0,,,,,,sec_companyfacts,2025-08-31,1467373,10-K,2025-10-10,0001467373-25-000217,EBITDA was not staged because no direct SEC EBITDA fact was available.,Accenture plc,,,
AAL,,,,2.8800330943188084,0.0026298955149619,,42207000000.0,0.17,-680000000.0,,-0.0161110716231904,0.0347572677517947,,,1002000000.0,12946000000.0,,661385137.0,,,,,,sec_companyfacts,2017-12-31,6201,10-K,2018-02-21,0000006201-18-000009,EBITDA was not staged because no direct SEC EBITDA fact was available.,AMERICAN AIRLINES GROUP INC.,,,
AAME,,,,0.0076769472089425,-0.0226747491061324,,188227000.0,-0.23,4575000.0,,0.0243057584724826,-0.0263405356298511,,,34444000.0,,,20397228.0,,,,,,sec_companyfacts,2024-12-31,8177,10-K,2025-03-25,0001140361-25-010239,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available.,ATLANTIC AMERICAN CORP,,,
AAOI,,,,3.3016798118790716,-0.0999871838128941,,382329000.0,-0.64,-353576000.0,,-0.9247951371724352,-0.14281417313361,,,439705000.0,41225000.0,,80242767.0,,,,,,sec_companyfacts,2017-12-31,1158114,10-K,2018-02-28,0001558370-18-001271,EBITDA was not staged because no direct SEC EBITDA fact was available.,"APPLIED OPTOELECTRONICS, INC.",,,
AAON,,,,2.5650490903332512,0.2655096339874442,,405232000.0,1.29,-53490000.0,,-0.1319984601413511,0.360899435385162,,,13000.0,,,81911710.0,,,,,,sec_companyfacts,2017-12-31,824142,10-K,2018-02-27,0000824142-18-000021,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available.,"AAON, INC.",,,
ABAT,,,,11.489735080058225,-10.899809660288136,,4290224.0,-0.58,-35661851.0,,-8.312351755992228,-9.795136337869538,,,37700000.0,9413088.0,,136414409.0,,,,,,sec_companyfacts,2025-06-30,1576873,10-K,2025-09-18,0001493152-25-014092,EBITDA was not staged because no direct SEC EBITDA fact was available.,AMERICAN BATTERY TECHNOLOGY COMPANY,,,
ABCL,,,,,,,,-0.49,-174067000.0,,,,,,77063000.0,190000.0,,305375393.0,,,,,,sec_companyfacts,2025-12-31,1703057,DEF 14A,2026-04-29,0001703057-26-000020,EBITDA was not staged because no direct SEC EBITDA fact was available. | Revenue was unavailable from annual SEC Companyfacts.,AbCellera Biologics Inc.,,,
ABEO,,,,2.5818399044205496,-23.74349566377585,,2998000.0,1.01,-84301000.0,,-28.119079386257503,-29.83589059372915,,,61374000.0,18087000.0,,56995144.0,,,,,,sec_companyfacts,2018-12-31,318306,10-K,2019-03-18,0001144204-19-014623,EBITDA was not staged because no direct SEC EBITDA fact was available.,ABEONA THERAPEUTICS INC.,,,
ABLV,,,,-0.1700737965386148,0.0077945985112301,,105203366.0,0.02,1168655.0,,0.0111085324019005,-0.0046254508624752,,,9010336.0,11439866.0,,24871433.0,,,,,,sec_companyfacts; sec_filing_document,2025-12-31,1957489,20-F,2026-04-27,0001213900-26-048085,EBITDA was not staged because no direct SEC EBITDA fact was available. | Shares outstanding was unavailable from SEC Companyfacts. | Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Able View Global Inc.,,,2026-06-26T01:33:03+00:00
ABNB,,,,0.1025941271842911,0.2051529286822972,,12241000000.0,,4621000000.0,,0.3775018380851238,0.2078261579936279,,,7037000000.0,2475000000.0,,417930233.0,,,,,,sec_companyfacts; sec_filing_document,2025-12-31,1559720,10-Q,2026-05-07,0001559720-26-000014,EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Shares outstanding was unavailable from SEC Companyfacts. | Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Airbnb, Inc.",,,2026-06-26T02:04:02+00:00
ABOS,,,,,,,,-2.0,-115626000.0,,,,,,51796000.0,14123000.0,,72227580.0,,,,,,sec_companyfacts,2025-12-31,1576885,10-K,2026-03-26,0001628280-26-021413,EBITDA was not staged because no direct SEC EBITDA fact was available. | Revenue was unavailable from annual SEC Companyfacts.,"Acumen Pharmaceuticals, Inc.",,,
ABSI,,,,-0.2070654074851346,-25.404278782531986,,4534000.0,-0.84,-94032000.0,,-20.73930304367005,-26.536612262902516,,,8627000.0,3990000.0,,155905056.0,,,,,,sec_companyfacts,2024-12-31,1672688,10-K,2025-03-18,0001628280-25-013464,EBITDA was not staged because no direct SEC EBITDA fact was available.,ABSCI CORP,,,
ABTC,,,,1.5883668591078743,-0.8273746516601499,,185164000.0,-0.17,-86213000.0,,-0.4656034650364001,-1.2312760579810331,,,10054000.0,27536457.0,,82802406.0,,,,,,sec_companyfacts,2025-12-31,1755953,10-K,2026-03-27,0001193125-26-127278,EBITDA was not staged because no direct SEC EBITDA fact was available.,American Bitcoin Corp.,,,
ABTS,,,,,,,,-1.21,-1686990.0,,,,,,83837.0,1500000.0,,2369995.0,,,,,,sec_companyfacts,2025-12-31,1864055,20-F,2026-04-29,0001493152-26-019612,EBITDA was not staged because no direct SEC EBITDA fact was available. | Revenue was unavailable from annual SEC Companyfacts.,ABITS GROUP INC,,,
ABUS,,,,1.2821260735699238,-2.3788255343321736,,14083000.0,-0.17,-39637000.0,,-2.8145281545125327,-2.709649932542782,,,23706000.0,0.0,,197537710.0,,,,,,sec_companyfacts,2025-12-31,1447028,10-K,2026-03-23,0001447028-26-000017,EBITDA was not staged because no direct SEC EBITDA fact was available.,ARBUTUS BIOPHARMA CORP,,,
ABVC,,,,2.343101751623696,-15.519475498882432,,509589.0,-0.39,-3007500.0,,-5.901814992081854,-14.03338572849885,,,140324.0,88737.0,,26000442.0,,,,,,sec_companyfacts,2024-12-31,1173313,10-K,2026-03-03,0001213900-26-023063,EBITDA was not staged because no direct SEC EBITDA fact was available.,"ABVC BioPharma, Inc.",,,
ACAD,,,,2.4314616507399656,0.5382435090723627,,726437000.0,2.3,105146000.0,,0.1447420767389326,0.1442809218142798,,,282212000.0,22000.0,,171235870.0,,,,,,sec_companyfacts,2023-12-31,1070494,10-K,2024-02-28,0000950170-24-021473,EBITDA was not staged because no direct SEC EBITDA fact was available.,ACADIA PHARMACEUTICALS INC.,,,
ACB,,,,,,,,,,,,,,,,,,56234231.0,,,,,,sec_companyfacts,2025-03-31,1683541,40-F,2025-06-18,0001683541-25-000008,Cash was unavailable from SEC Companyfacts. | Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Revenue was unavailable from annual SEC Companyfacts.,AURORA CANNABIS INC,,,
ACDC,,,,,,,,-2.22,19600000.0,,,,,,33500000.0,1059600000.0,,180920753.0,,,,,,sec_companyfacts,2025-12-31,1881487,DEF 14A,2026-04-27,0001104659-26-049044,EBITDA was not staged because no direct SEC EBITDA fact was available. | Revenue was unavailable from annual SEC Companyfacts.,ProFrac Holding Corp.,,,
AACB,,,,,,,,,,,,,,,20298.0,,,22175000.0,,,,,,sec_companyfacts; sec_filing_document,2026-03-31,2034334,10-Q,2026-05-06,0001140361-26-019319,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Free cash flow could not be calculated because operating cash flow or capex was incomplete. | Revenue was unavailable from annual SEC Companyfacts. | Shares outstanding was unavailable from SEC Companyfacts. | Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Artius II Acquisition Inc.,,,2026-06-26T03:45:05+00:00
AACI,,,,,,,,,,,,,,,903352.0,,,25522000.0,,,,,,sec_companyfacts; sec_filing_document,2026-02-17,2092897,10-Q,2026-05-08,0001193125-26-214833,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Free cash flow could not be calculated because operating cash flow or capex was incomplete. | Revenue was unavailable from annual SEC Companyfacts. | Shares outstanding was unavailable from SEC Companyfacts. | Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Armada Acquisition Corp. III,,,2026-06-26T03:47:35+00:00
AACO,,,,,,,,,,,,,,,1324398.0,,,23695000.0,,,,,,sec_companyfacts; sec_filing_document,2025-12-31,2099906,10-Q,2026-05-11,0001213900-26-054517,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Revenue was unavailable from annual SEC Companyfacts. | Shares outstanding was unavailable from SEC Companyfacts. | Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Abony Acquisition Corp. I,,,2026-06-26T03:50:45+00:00
AAPG,,,,,,,,,,,,,,,,,,373322192.0,,,,,,sec_companyfacts,2026-04-01,2023311,20-F,2026-04-29,0001213900-26-049412,Cash was unavailable from SEC Companyfacts. | Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | EPS was unavailable from annual SEC Companyfacts. | Revenue was unavailable from annual SEC Companyfacts.,ASCENTAGE PHARMA GROUP INTERNATIONAL,,,
AARD,,,,,,,,-2.93,-54267000.0,,,,,,62436000.0,,,21816385.0,,,,,,sec_companyfacts,2025-12-31,1774857,10-K,2026-03-23,0001193125-26-119770,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available. | Revenue was unavailable from annual SEC Companyfacts.,"AARDVARK THERAPEUTICS, INC.",,,
SNDK,,,,0.1038571214167792,-0.2231135282121006,,7355000000.0,-11.32,-120000000.0,,-0.0163154316791298,-0.1872195785180149,,,3735000000.0,0.0,,148089758.0,,,,,,sec_companyfacts,2025-06-27,2023554,10-K,2025-08-21,0002023554-25-000034,EBITDA was not staged because no direct SEC EBITDA fact was available.,Sandisk Corporation,,,
WDC,,,,3.149956408020924,0.1984243697478991,,9520000000.0,5.12,1279000000.0,,0.1343487394957983,0.2451680672268907,,,2050000000.0,1581000000.0,,344682131.0,,,,,,sec_companyfacts,2025-06-27,106040,10-K,2025-08-14,0000106040-25-000038,EBITDA was not staged because no direct SEC EBITDA fact was available.,WESTERN DIGITAL CORPORATION,,,
F,,,,0.0122978290953122,0.031393678544538,,187267000000.0,-2.06,12467000000.0,,0.0665733952057757,-0.0489621769986169,,,17649000000.0,291000000.0,,3727332952.0,,,,,,sec_companyfacts,2025-12-31,37996,10-K,2026-02-11,0000037996-26-000015,EBITDA was not staged because no direct SEC EBITDA fact was available.,Ford Motor Co,,,
ALOY,,,,,0.0,2.105,800000.0,,-21024750.0,,-26.2809375,-391.5096,-0.1325,-69775000.0,2824000.0,786000.0,-2038000.0,61213498.0,,-68.38462,59.266666,1088376064.0,832719936.0,yfinance_research_grade,2025-12-31,,,,,,,,,2026-06-20T16:19:29+00:00
ACCL,,,,0.1253646803209813,0.2105702135657731,,4852182.0,0.083,1514942.0,,0.3122187090261659,0.2225606953737514,,,2450033.0,,,12500000.0,,,,,,sec_companyfacts,2025-06-30,2038378,20-F,2025-11-17,0001213900-25-111270,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available.,ACCO GROUP HOLDINGS LIMITED,,,
ACFN,,,,0.0447842708902239,0.2186792124063425,,11478000.0,0.99,2057000.0,,0.1792124063425683,0.1732880292733925,,,4257000.0,0.0,,2508258.0,,,,,,sec_companyfacts,2025-12-31,880984,10-K,2026-03-05,0001493152-26-008937,EBITDA was not staged because no direct SEC EBITDA fact was available.,"ACORN ENERGY, INC.",,,
ACGL,,,,0.1427178899082568,0.2207336042952481,,19929000000.0,11.6,6128000000.0,,0.307491595162828,,,,914000000.0,,,349389588.0,,,,,,sec_companyfacts,2025-12-31,947484,10-K,2026-02-26,0000947484-26-000017,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available.,Arch Capital Group Ltd.,,,
ACHC,,,,0.0503512564985702,-0.3328852690906006,,3312769000.0,-12.16,-439909000.0,,-0.1327919332739469,0.1768559775824997,,,158472000.0,2526793000.0,,92211777.0,,,,,,sec_companyfacts,2025-12-31,1520697,10-K,2026-02-27,0001193125-26-078266,EBITDA was not staged because no direct SEC EBITDA fact was available.,"Acadia Healthcare Company, Inc.",,,
ACIC,,,,0.1307301024415402,0.3184990415545002,,335439000.0,2.15,70870000.0,,0.2112753734658164,0.41818929820325,,,117013000.0,150000000.0,,48464047.0,,,,,,sec_companyfacts,2025-12-31,1401521,10-K,2026-03-09,0001401521-26-000015,EBITDA was not staged because no direct SEC EBITDA fact was available.,American Coastal Insurance Corporation,,,
ACIW,,,,0.103804331463324,0.1287989080465648,,1759782000.0,2.16,309924000.0,,0.1761149960620122,0.187474357619296,,,161757000.0,807395000.0,,101661570.0,,,,,,sec_companyfacts,2025-12-31,935036,10-K,2026-02-26,0000935036-26-000011,EBITDA was not staged because no direct SEC EBITDA fact was available.,"ACI WORLDWIDE, INC.",,,
ACLS,,,,-0.1756785035343586,0.143302886128088,,839048000.0,3.8,107010000.0,,0.12753739952899,0.142202829873857,,,150829000.0,28181000.0,,30733897.0,,,,,,sec_companyfacts,2025-12-31,1113232,10-K,2026-02-26,0001104659-26-020461,EBITDA was not staged because no direct SEC EBITDA fact was available.,AXCELIS TECHNOLOGIES INC,,,
ACMR,,,,0.1523951628782357,0.1043792972221513,,901309000.0,1.37,-66608000.0,,-0.0739014034032723,0.1214111919441612,,,872269000.0,328141000.0,,14176690.0,,,,,,sec_companyfacts,2025-12-31,1680062,10-K,2026-03-02,0001628280-26-013231,EBITDA was not staged because no direct SEC EBITDA fact was available.,"ACM Research, Inc.",,,
ACNB,,,,0.4510458035477892,0.1931540342298288,,191821000.0,3.6,52567000.0,,0.2740419453553052,,,,93635000.0,63828000.0,,10212044.0,,,,,,sec_companyfacts,2025-12-31,715579,10-K,2026-03-12,0001628280-26-017229,EBITDA was not staged because no direct SEC EBITDA fact was available.,ACNB CORP,,,
ACNT,,,,-0.0720750838874237,0.0115689466520776,,74942000.0,0.09,-2063000.0,,-0.0275279549518294,-0.0937658455872541,,,47821000.0,0.0,,9038215.0,,,,,,sec_companyfacts,2025-12-31,95953,10-K,2026-03-03,0000095953-26-000040,EBITDA was not staged because no direct SEC EBITDA fact was available.,Ascent Industries Co.,,,
ACOG,,,,-0.89779725,-2.0224382416324413,,10220275.0,-1.18,-20673856.0,,-2.022827761483913,-2.217228890612043,,,54248275.0,,,21774104.0,,,,,,sec_companyfacts,2025-12-31,1655923,10-K,2026-03-31,0001213900-26-037614,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available.,Alpha Cognition Inc.,,,
ACON,,,,0.6562417986177937,-95.51867159646112,,75730.0,-13.61,-7185732.0,,-94.88620097715568,-93.1254588670276,,,19004976.0,,,2462250.0,,,,,,sec_companyfacts,2025-12-31,1635077,10-K,2026-03-18,0001683168-26-001986,Debt was unavailable from SEC Companyfacts. | EBITDA was not staged because no direct SEC EBITDA fact was available.,"ACLARION, INC.",,,
ACRS,,,,-0.5819444444444445,-8.29580884232047,,7826000.0,-0.53,-47224000.0,,-6.034244824942499,-9.759136212624584,,,28660000.0,10731000.0,,139663680.0,,,,,,sec_companyfacts,2025-12-31,1557746,10-K,2026-02-26,0001104659-26-020540,EBITDA was not staged because no direct SEC EBITDA fact was available.,"Aclaris Therapeutics, Inc.",,,
ACTG,,,,1.332003401138073,0.0857898132046895,,285232000.0,0.22,-73425000.0,,-0.257422028383912,0.0224694283951309,,,307507000.0,0.0,,96589132.0,,,,,,sec_companyfacts,2025-12-31,934549,10-K,2026-03-12,0000934549-26-000010,EBITDA was not staged because no direct SEC EBITDA fact was available.,Acacia Research Corporation,,,
ADAG,,,,73.32756482306887,-2.2956117807266994,,7670902.0,-0.3,-15674503.0,,-2.043371561779827,-2.7947554277189304,,,74523782.0,1849533.0,,59231993.0,,,,,,sec_companyfacts,2025-12-31,1818838,20-F,2026-04-01,0001104659-26-038612,EBITDA was not staged because no direct SEC EBITDA fact was available.,Adagene Inc.,,,
ADBE,,,,0.1052778423622413,0.2999705498758888,,23769000000.0,16.7,9852000000.0,,0.4144894610627287,0.3662754007320459,,,6332000000.0,2750000000.0,,404200000.0,,,,,,sec_companyfacts,2025-11-28,796343,10-K,2026-01-15,0000796343-26-000003,EBITDA was not staged because no direct SEC EBITDA fact was available.,ADOBE INC.,,,
ADEA,,,,0.179142820671021,0.2505153523115299,,443386000.0,0.99,156280000.0,,0.3524694058901273,0.3946967202392498,,,53325000.0,391264000.0,,110293749.0,,,,,,sec_companyfacts,2025-12-31,1803696,10-K,2026-02-26,0001193125-26-076549,EBITDA was not staged because no direct SEC EBITDA fact was available.,Adeia Inc.,,,
ADI,,,,0.1689321605654812,0.2057533834611029,,11019707000.0,4.56,4278650000.0,,0.3882725738533701,0.2661137905027783,,,2436916000.0,8581290000.0,,487087040.0,,,,,,sec_companyfacts,2025-11-01,6281,10-K,2025-11-25,0000006281-25-000153,EBITDA was not staged because no direct SEC EBITDA fact was available.,ANALOG DEVICES INC,,,
ADM,,,,-0.061510581082661,0.0134298421557512,,80269000000.0,2.23,4204000000.0,,0.0523738927855087,,,,591000000.0,9329000000.0,,481956527.0,,,,,,sec_companyfacts,2025-12-31,7084,10-K,2026-02-17,0000007084-26-000011,EBITDA was not staged because no direct SEC EBITDA fact was available.,ARCHER-DANIELS-MIDLAND CO,,,
ADMA,,,,0.1963142566372926,0.2880003449810162,,510173000.0,0.6,27821000.0,,0.0545324821188106,0.375251140299467,,,138153000.0,196865000.0,,231772715.0,,,,,,sec_companyfacts,2025-12-31,1368514,10-K,2026-02-25,0001140361-26-006815,EBITDA was not staged because no direct SEC EBITDA fact was available.,"ADMA BIOLOGICS, INC.",,,
ADPT,,,,0.547723754868488,-0.2148164461902836,,276976000.0,-0.39,-48945000.0,,-0.176712061694876,-0.2062380856103056,,,77581000.0,130553000.0,,160044392.0,,,,,,sec_companyfacts,2025-12-31,1478320,10-K,2026-02-26,0001193125-26-076902,EBITDA was not staged because no direct SEC EBITDA fact was available.,ADAPTIVE BIOTECHNOLOGIES CORPORATION,,,
ADSK,,,,0.1753384439732506,0.1559811268387455,,7206000000.0,5.23,2409000000.0,,0.3343047460449625,0.2189841798501249,,,2671000000.0,2500000000.0,,211000000.0,,,,,,sec_companyfacts,2026-01-31,769397,10-K,2026-03-03,0000769397-26-000015,EBITDA was not staged because no direct SEC EBITDA fact was available.,"AUTODESK, INC.",,,
ADTN,,,,0.1745784203225247,-0.0421255813996403,,1083807000.0,-0.52,98030000.0,,0.0904496833845878,-0.0143900159345713,,,88270000.0,49200000.0,,80998100.0,,,,,,sec_companyfacts,2025-12-31,926282,10-K,2026-02-26,0001193125-26-073878,EBITDA was not staged because no direct SEC EBITDA fact was available.,"ADTRAN Holdings, Inc.",,,
ADTX,,,,-0.976154047094824,-13490.28200312989,,3195.0,-1153.83,-25702102.0,,-8044.476369327073,-6125.422222222222,,,268852.0,3100000.0,,815921.0,,,,,,sec_companyfacts,2025-12-31,1726711,10-K,2026-03-31,0001213900-26-037529,EBITDA was not staged because no direct SEC EBITDA fact was available.,"Aditxt, Inc.",,,
ADUS,,,,0.232055458215363,0.0674221281800735,,1422530000.0,5.22,103788000.0,,0.0729601484678706,0.0974425846906568,,,96954000.0,92247000.0,,18664776.0,,,,,,sec_companyfacts,2025-12-31,1468328,10-K,2026-02-24,0001437749-26-005352,EBITDA was not staged because no direct SEC EBITDA fact was available.,Addus HomeCare Corp,,,
ADV,,,,-0.0066404510638966,-0.0642839440169229,,3542642000.0,-0.2,55055000.0,,0.0155406614611355,-0.0356982161900638,,,143870000.0,1546655000.0,,13295280.0,,,,,,sec_companyfacts,2025-12-31,1776661,10-K,2026-03-03,0001193125-26-088543,EBITDA was not staged because no direct SEC EBITDA fact was available.,Advantage Solutions Inc.,,,
AEBI,,,,0.405786411629179,0.00637943175305,,1526625000.0,0.17,-5233000.0,,-0.0034278228117579,0.0478611315811021,,,115886000.0,628869000.0,,77506125.0,,,,,,sec_companyfacts,2025-12-31,2048519,10-K,2026-03-19,0001628280-26-019616,EBITDA was not staged because no direct SEC EBITDA fact was available.,AEBI SCHMIDT HOLDING AG,,,
