ticker,theme,sector,pe_ratio,revenue_growth,profit_margin,debt_to_equity,revenue,eps,free_cash_flow,fcf,fcf_margin,operating_margin,gross_margin,ebitda,cash,debt,net_debt,shares_outstanding,trailing_pe,forward_pe,price_to_book,market_cap,enterprise_value,source,as_of_date,sec_cik,sec_form,sec_filed_date,sec_accession,sec_fact_warnings,sec_entity_name,period,net_income,updated_at
AIRO,,Industrials,,-0.245,-0.19979,0.603,88013000.0,-0.58,-27987216.0,-27987216.0,-0.3179895697226546,-1.92765,0.56636,-30841000.0,54227000.0,4356000.0,-49871000.0,31445644.0,,-35.36842,0.29241544,211314720.0,161443728.0,yfinance_research_grade; sec_filing_document,2026-03-31,1927958,10-Q,2026-05-14,0001493152-26-023110,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"AIRO Group Holdings, Inc.",,-17584000.0,2026-06-26T06:17:24+00:00
AIRS,,Healthcare,,0.0,-0.07388,70.831,151836000.0,-0.17,13016375.0,13016375.0,0.085726540477884,-0.04575,0.66063005,7514000.0,16690000.0,71016000.0,54326000.0,70545681.0,,-221.00002,3.1104856,311811904.0,366137920.0,yfinance_research_grade; sec_filing_document,2026-05-08,1870940,10-Q,2026-05-08,0001870940-26-000028,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Airsculpt Technologies, Inc.",,-11217000.0,2026-06-26T06:19:47+00:00
AIRT,,Industrials,,-0.087,-0.02481,3589.469,272467008.0,-2.45,74457504.0,74457504.0,0.2732716322117061,-0.05314,0.23231001,-2906000.0,37962000.0,211671008.0,173709008.0,2702639.0,,,-51.062588,59755616.0,240531616.0,yfinance_research_grade; sec_filing_document,2026-01-05,353184,10-Q,2026-02-13,0000353184-26-000016,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,AIR T INC,,-6760000.0,2026-06-26T06:22:36+00:00
AISP,,Technology,19.846153,0.155,0.30255,,16171619.0,0.13,-3201177.0,-3201177.0,-0.1979503103554443,-0.24893999,0.53356,,12567574.0,758376.0,-11809198.0,34439562.0,19.846153,64.5,-12.344497,88854064.0,77044872.0,yfinance_research_grade; sec_filing_document,2026-04-20,1842566,10-Q,2026-05-08,0001654954-26-004630,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Airship AI Holdings, Inc.",,4892774.0,2026-06-26T06:24:57+00:00
AIXC,,Technology,,,0.0,3.445,4306316.0,-7.08,-2090495.0,-2090495.0,-0.4854485829651145,-3.82109,0.10135,-11164868.0,23976570.0,630304.0,-23346266.0,20234993.0,,,-1.3925729,21246740.0,-2099522.0,yfinance_research_grade; sec_filing_document,2026-03-31,1460702,10-Q,2026-05-11,0001493152-26-022250,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"AIxCrypto Holdings, Inc.",,-20418942.0,2026-06-26T06:28:11+00:00
AIZ,,Financial Services,13.365966,0.113,0.076,37.61,13160399872.0,19.51,2029737472.0,2029737472.0,0.154230683850151,0.106400006,0.12745,1638899968.0,1921500032.0,2207500032.0,286000000.0,49547637.0,13.365966,11.605876,2.2068293,12920536064.0,13206537216.0,yfinance_research_grade; sec_filing_document,2026-04-01,1267238,10-Q,2026-05-07,0001267238-26-000027,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"ASSURANT, INC.",,991600000.0,2026-06-26T06:30:44+00:00
AJG,,Financial Services,35.25243,0.346,0.11354,56.18,14197999616.0,6.18,1080225024.0,1080225024.0,0.076082902747981,0.28402,0.42929,3960000000.0,1412999936.0,13372000256.0,11959000320.0,256899999.99999997,35.25243,14.650049,2.3540726,55977385984.0,67954233344.0,yfinance_research_grade; sec_filing_document,2026-03-31,354190,10-Q,2026-05-07,0001628280-26-031592,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Arthur J. Gallagher & Co.,,1612000000.0,2026-06-26T06:33:55+00:00
AKAM,,Technology,38.13851,0.058,0.102,119.534,4266646016.0,2.96,700723392.0,700723392.0,0.164232839886945,0.10611,0.58284,1146972032.0,930444992.0,5867704832.0,4937259840.0,145385451.0,38.13851,15.809264,3.347269,16412564480.0,21349824512.0,yfinance_research_grade; sec_filing_document,2026-03-16,1086222,10-Q,2026-05-08,0001086222-26-000058,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,AKAMAI TECHNOLOGIES INC,,435179008.0,2026-06-26T06:39:10+00:00
AKAN,,Healthcare,,,0.0,,258075.0,-15065.55,-5709965.0,-5709965.0,-22.125215538118763,-13.533421,-0.60456,-4703419.0,503562.0,14236409.0,13732847.0,1983546.0,,,-2.7368035,8047714.0,24218030.0,yfinance_research_grade; sec_filing_document,2025-12-31,1888014,20-F,2026-06-09,0001213900-26-066800,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,AKANDA CORP.,,-46161552.0,2026-06-26T06:41:46+00:00
AKBA,,Healthcare,,-0.066,-0.08826,721.549,232404000.0,-0.08,65809876.0,65809876.0,0.2831701519767302,-0.02764,0.81941,12130000.0,162644000.0,197524000.0,34880000.0,268258243.0,,-5.4736843,10.196078,278988544.0,313868576.0,yfinance_research_grade; sec_filing_document,2026-05-07,1517022,10-Q,2026-05-07,0001517022-26-000039,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Akebia Therapeutics, Inc.",,-20511000.0,2026-06-26T06:44:19+00:00
AKTS,,Healthcare,,1.23,0.0,2.287,8277000.0,-1.21,,,,-7.0362597,0.0,-76750000.0,538483968.0,11577000.0,-526906968.0,53404618.0,,-16.079327,3.4021406,1721892480.0,1194985472.0,yfinance_research_grade; sec_filing_document,2026-05-11,2035832,10-Q,2026-05-11,0001193125-26-216749,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Aktis Oncology, Inc.",,-67071000.0,2026-06-26T06:47:29+00:00
ALAB,,Technology,270.7483,0.934,0.26724002,2.801,1001443968.0,1.47,240004880.0,240004880.0,0.2396588203325221,0.20052,0.75988996,233384992.0,1184473984.0,41850000.0,-1142623984.0,171407939.0,270.7483,93.69997,45.631737,68220358656.0,67077734400.0,yfinance_research_grade; sec_filing_document,2026-02-17,1736297,10-Q,2026-05-06,0001736297-26-000020,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Astera Labs, Inc.",,267624992.0,2026-06-26T06:51:21+00:00
ALB,,Basic Materials,,0.327,-0.042379998,19.845,5494582784.0,-3.41,716711744.0,716711744.0,0.1304397025534013,0.24786,0.18531,1067513984.0,1089809024.0,2005991040.0,916182016.0,117934651.0,,11.2979555,2.183538,16634682368.0,20043911168.0,yfinance_research_grade; sec_filing_document,2025-12-31,915913,10-Q,2026-05-06,0000915913-26-000072,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,ALBEMARLE CORP,,-399635008.0,2026-06-26T06:54:59+00:00
ALBT,,Real Estate,,,0.0,12.096,0.0,-4.6,-1586851.0,-1586851.0,,0.0,0.0,-7869612.0,775995.0,1418172.0,642177.0,12047651.0,,,-0.16538037,3614295.0,31077752.0,yfinance_research_grade; sec_filing_document,2026-02-18,1630212,10-Q,2026-05-11,0001213900-26-054548,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Avalon GloboCare Corp.,,-19628872.0,2026-06-26T06:58:55+00:00
ALCO,,Consumer Defensive,,-0.703,-1.15001,79.77,16419000.0,-2.47,62064376.0,62064376.0,3.78003386320726,-1.46461,5.58786,73840000.0,52879000.0,85458000.0,32579000.0,7416327.0,,-22.438889,2.9398062,299545440.0,336873440.0,yfinance_research_grade; sec_filing_document,2026-03-31,3545,10-Q,2026-05-11,0000003545-26-000026,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"ALICO, INC.",,-18882000.0,2026-06-26T07:03:08+00:00
ALDF,,Financial Services,50.761906,,0.0,,,0.21,,,,0.0,0.0,,364632.0,0.0,-364632.0,23707500.0,50.761906,,761.4285,318395168.0,318030528.0,yfinance_research_grade; sec_filing_document,2025-12-31,2031561,10-Q,2026-05-08,0001104659-26-057989,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Aldel Financial II Inc.,,8881037.0,2026-06-26T07:09:32+00:00
ALDX,,Healthcare,,,0.0,36.798,,-0.45,-19602224.0,-19602224.0,,0.0,0.0,-28126984.0,65002304.0,15512769.0,-49489535.0,60321068.0,,-9.999999,2.5751073,108577920.0,59088388.0,yfinance_research_grade; sec_filing_document,2026-05-01,1341235,10-Q,2026-05-07,0001341235-26-000006,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Aldeyra Therapeutics, Inc.",,-27369780.0,2026-06-26T07:12:36+00:00
ALEC,,Healthcare,,-0.715,0.0,332.768,18417000.0,-1.19,-119106128.0,-119106128.0,-6.467184014768963,-23.82314,0.0,-127494000.0,206515008.0,34548000.0,-171967008.0,111025187.0,,-2.6428573,19.680853,205396592.0,33429596.0,yfinance_research_grade; sec_filing_document,2026-03-13,1653087,10-Q,2026-05-07,0001193125-26-211981,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Alector, Inc.",,-125388000.0,2026-06-26T07:15:41+00:00
ALF,,Financial Services,34.0,,0.0,,,0.32,-232494.0,-232494.0,,0.0,0.0,,28828.0,0.0,-28828.0,28750000.0,34.0,,-5.6725755,391000000.0,78171168.0,yfinance_research_grade; sec_filing_document,2025-06-09,2010930,10-Q,2026-05-11,0001213900-26-054483,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Centurion Acquisition Corp.,,11362152.0,2026-06-26T07:19:47+00:00
ALGM,,Technology,,0.261,-0.01674,31.984,890096000.0,-0.08,149962128.0,149962128.0,0.168478600061117,0.10428,0.46493,106029000.0,168752992.0,305912000.0,137159008.0,186222406.0,,40.844868,11.679285,11208352768.0,11341997056.0,yfinance_research_grade; sec_filing_document,2026-05-16,866291,10-K,2026-05-21,0001193125-26-233537,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"ALLEGRO MICROSYSTEMS, INC.",,-14897000.0,2026-06-26T07:23:11+00:00
ALGN,,Healthcare,29.481544,0.062,0.10496,2.797,4095789056.0,5.96,538981504.0,538981504.0,0.1315940583440047,0.16594,0.70147,890456000.0,1059833984.0,116044000.0,-943789984.0,71618127.0,29.481544,14.20129,3.0326724,12584022016.0,11640230912.0,yfinance_research_grade; sec_filing_document,2026-04-14,1097149,10-Q,2026-05-06,0001097149-26-000040,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,ALIGN TECHNOLOGY INC,,429892000.0,2026-06-26T07:27:27+00:00
ALGS,,Healthcare,,8.1,0.0,13.693,4705000.0,-9.78,-48985376.0,-48985376.0,-10.411344527098832,-9.51555,0.0,-94589000.0,54909000.0,4353000.0,-50556000.0,6188223.0,,-1.3747697,1.0706638,34035228.0,-16520774.0,yfinance_research_grade; sec_filing_document,2026-06-25,1799448,10-Q,2026-05-07,0001193125-26-212001,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Aligos Therapeutics, Inc.",,-90321000.0,2026-06-26T07:32:12+00:00
ALGT,,Industrials,,0.048,-0.012999999,169.13,2639937024.0,-1.91,-27643624.0,-27643624.0,-0.0104713194855363,0.14866,0.23235,342846016.0,902163008.0,1853789952.0,951626944.0,18437290.0,,10.277219,1.8349619,2957869056.0,2961805568.0,yfinance_research_grade; sec_filing_document,2026-04-08,1362468,10-Q,2026-05-06,0001362468-26-000022,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Allegiant Travel CO,,-34064000.0,2026-06-26T07:37:21+00:00
ALHC,,Healthcare,227.09999,0.333,0.00465,159.492,4256984064.0,0.1,234584992.0,234584992.0,0.0551059126539403,0.01293,0.1238,67204000.0,726291008.0,329966016.0,-396324992.0,206733823.0,227.09999,31.432524,22.687311,4694924800.0,4298599936.0,yfinance_research_grade; sec_filing_document,2026-04-01,1832466,10-Q,2026-04-30,0001628280-26-028901,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Alignment Healthcare, Inc.",,19806000.0,2026-06-26T07:42:09+00:00
ALIS,,Financial Services,506.0,,0.0,,,0.02,-661.0,-661.0,,0.0,0.0,,259885.0,0.0,-259885.0,8427500.0,506.0,,10119.999,85286296.0,85026416.0,yfinance_research_grade; sec_filing_document,2026-04-30,2026767,10-Q,2026-05-15,0001493152-26-023852,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Calisa Acquisition Corp,,245454.0,2026-06-26T07:44:30+00:00
ALKS,,Healthcare,58.700005,0.282,0.09774999,90.302,1562300032.0,0.9,140551632.0,140551632.0,0.0899645581009627,-0.0019200001,0.87447,278583008.0,511862016.0,1581660032.0,1069798016.0,166675807.0,58.700005,33.94197,5.020909,8805483520.0,9875280896.0,yfinance_research_grade; sec_filing_document,2026-04-11,1520262,10-Q,2026-05-05,0001193125-26-206534,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Alkermes plc.,,152720000.0,2026-06-26T07:46:38+00:00
ALKT,,Technology,,0.289,-0.10552,96.643,471942016.0,-0.47,65511248.0,65511248.0,0.1388120696589981,-0.042140003,0.57784003,-30464000.0,77646000.0,358211008.0,280565008.0,107019174.0,,14.041308,4.5740685,1695183744.0,1975748736.0,yfinance_research_grade; sec_filing_document,2025-12-31,1529274,10-Q,2026-04-30,0001529274-26-000032,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"ALKAMI TECHNOLOGY, INC.",,-49799000.0,2026-06-26T07:49:17+00:00
ALL,,Financial Services,5.122761,0.03,0.17813,23.719,68174000128.0,45.21,12428999680.0,12428999680.0,0.1823129001769582,0.18954,0.34428,14840000512.0,5401999872.0,7491999744.0,2089999872.0,257420930.0,5.122761,8.812789,2.0182655,59618689024.0,63689687040.0,yfinance_research_grade; sec_filing_document,2026-03-19,899051,10-Q,2026-04-29,0000899051-26-000075,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,ALLSTATE CORP,,12026999808.0,2026-06-26T07:51:28+00:00
ALLE,,Industrials,18.715847,0.097,0.15237,105.863,4159000064.0,7.32,494362496.0,494362496.0,0.118865710120845,0.18876,0.4497,1010600000.0,308900000.0,2224399872.0,1915499872.0,85935861.0,18.715847,14.335988,5.6030426,11773213696.0,13688713216.0,yfinance_research_grade; sec_filing_document,2026-03-11,1579241,10-Q,2026-04-28,0001579241-26-000015,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Allegion plc,,633699968.0,2026-06-26T07:53:31+00:00
ALLO,,Healthcare,,,0.0,29.064,,-0.77,-69944872.0,-69944872.0,,0.0,0.0,-175704992.0,266886000.0,81051000.0,-185835000.0,345154561.0,,-3.0109034,1.8086039,711018368.0,525183392.0,yfinance_research_grade; sec_filing_document,2026-04-13,1737287,10-Q,2026-05-13,0001628280-26-034585,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Allogene Therapeutics, Inc.",,-173760000.0,2026-06-26T07:56:17+00:00
ALLR,,Healthcare,,,0.0,310.636,345000.0,-0.7,-20963750.0,-20963750.0,-60.76449275362319,-107.52,1.0,,19812000.0,21496000.0,1684000.0,15910724.0,,-1.3092782,2.9061785,20206620.0,21890620.0,yfinance_research_grade; sec_filing_document,2026-03-31,1860657,10-Q,2026-05-15,0001437749-26-017371,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Allarity Therapeutics, Inc.",,-11249000.0,2026-06-26T07:58:37+00:00
ALLT,,Technology,56.92308,0.141,0.056810003,5.091,105268000.0,0.13,16480000.0,16480000.0,0.1565527985712657,0.05782,0.71480006,9175000.0,94215000.0,5872000.0,-88343000.0,48645282.0,56.92308,20.651354,3.1289642,362030944.0,272607392.0,yfinance_research_grade; sec_filing_document,2026-03-18,1365767,20-F/A,2026-03-31,0001178913-26-001946,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Allot Ltd.,,5980000.0,2026-06-26T08:01:43+00:00
ALM,,Basic Materials,,2.212,-2.65078,46.33,50006000.0,-0.47,-59577876.0,-59577876.0,-1.1914145502539697,0.08831,0.31278,-22844000.0,259852992.0,165332000.0,-94520992.0,262776228.0,,11.244238,17.955465,4667553792.0,4573032448.0,yfinance_research_grade; sec_filing_document,2026-01-02,1670061,40-F,2026-03-19,0001493152-26-011503,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Almonty Industries Inc.,,-132555000.0,2026-06-26T08:04:05+00:00
ALMR,,Healthcare,,0.989,-0.49894002,185.418,87155000.0,-0.65,,,,-0.47425,0.57109,-32085000.0,64586000.0,105549000.0,40963000.0,69311186.0,,-38.182804,-10.459323,1862391552.0,2138350592.0,yfinance_research_grade; sec_filing_document,2026-03-31,2104204,10-Q,2026-05-08,0001193125-26-213424,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Alamar Biosciences, Inc.",,-43485000.0,2026-06-26T08:08:35+00:00
ALMS,,Healthcare,,-0.9,0.0,6.29,8402000.0,-1.78,-206754624.0,-206754624.0,-24.607786717448228,-56.52441,1.0,-435260992.0,522943008.0,35664000.0,-487279008.0,123432072.0,,-8.473257,5.6158857,3191124480.0,2703845376.0,yfinance_research_grade; sec_filing_document,2026-05-14,1847367,10-Q,2026-05-14,0001847367-26-000010,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,ALUMIS INC.,,-237415008.0,2026-06-26T08:12:27+00:00
ALMU,,Technology,,-0.026,-1.1555,2.717,5196000.0,-0.35,-443403.0,-443403.0,-0.0853354503464203,-1.73895,0.37741002,-6349000.0,37780000.0,1089000.0,-36691000.0,18305335.0,,-82.701584,9.218255,373428832.0,336737824.0,yfinance_research_grade; sec_filing_document,2025-12-19,1828805,10-Q,2026-05-13,0001213900-26-055956,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"Aeluma, Inc.",,-6004000.0,2026-06-26T08:15:58+00:00
ALNT,,Technology,71.51049,0.046,0.042519998,64.744,560590016.0,1.43,42912124.0,42912124.0,0.0765481417350108,0.0733,0.32882,73266000.0,41723000.0,198068000.0,156345000.0,16996512.0,71.51049,33.02449,5.6940813,1738063360.0,1894408320.0,yfinance_research_grade; sec_filing_document,2026-04-01,46129,10-Q,2026-05-06,0001104659-26-056256,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,ALLIENT INC,,23834000.0,2026-06-26T08:19:42+00:00
ALNY,,Healthcare,73.4762,0.964,0.12550001,276.203,4286923008.0,3.99,204714128.0,204714128.0,0.0477531617941294,0.23016001,0.80827004,806942976.0,3009222912.0,2970230016.0,-38992896.0,133512573.0,73.4762,21.297771,36.377964,39141883904.0,39102889984.0,yfinance_research_grade; sec_filing_document,2025-12-31,1178670,10-Q,2026-04-30,0001628280-26-028605,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"ALNYLAM PHARMACEUTICALS, INC.",,537988992.0,2026-06-26T08:23:26+00:00
ALOT,,Technology,,0.044,-0.00885,49.371,152171008.0,-0.18,13098625.0,13098625.0,0.0860783218311861,0.04883,0.33796,10682000.0,4675000.0,38273000.0,33598000.0,7747772.0,,81.314285,2.8355086,221171936.0,254099584.0,yfinance_research_grade; sec_filing_document,2026-05-15,8146,10-Q,2026-06-08,0001193125-26-261335,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,"AstroNova, Inc.",,-1347000.0,2026-06-26T08:27:12+00:00
ALP,,Financial Services,,,0.0,,,-8.01,1817625.0,1817625.0,,0.0,0.0,-9086500.0,3256000.0,0.0,-3256000.0,2278622.0,,-8.37,0.1502693,5909485.0,-1678860.0,yfinance_research_grade; sec_filing_document,2023-08-14,1095435,20-F,2025-07-25,0001171843-25-004718,Shares outstanding staged from explicit SEC filing document fact dei:EntityCommonStockSharesOutstanding.,Alpha Compute Corp,,-14893000.0,2026-06-26T08:32:56+00:00
ALPS,,,,,,,,,,,,,,,,,,166400326.0,,,14.444444,108160208.0,,yfinance_research_grade,,,,,,,,,,2026-06-26T08:37:01+00:00
